                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                0.50097,                0.36137,                0.84115,                0.73749,                0.77401,                0.80545,                  0.567,                 1.0231,                0.72547,                 1.1091,             0.00012024,             0.00012024,             0.00012024
                     86,                0.51099,                0.35662,                0.83634,                 0.7622,                0.76736,                0.79805,                0.56719,                 1.0297,                0.73352,                 1.1151,             0.00011317,             0.00011317,             0.00011317
                     87,                0.49085,                0.34615,                0.83712,                0.80327,                  0.769,                0.81453,                0.58114,                 1.0257,                0.70984,                 1.1262,              0.0001061,              0.0001061,              0.0001061
                     88,                 0.4686,                0.33757,                0.82965,                0.78533,                0.76131,                0.81586,                0.58064,                 1.0117,                0.71672,                 1.1092,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                 0.4797,                 0.3542,                0.83546,                0.82277,                0.72061,                0.80608,                0.57988,                 1.0172,                0.71672,                 1.1075,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.47212,                 0.3335,                0.83436,                0.79962,                0.73063,                0.80304,                0.57627,                 1.0241,                0.73175,                 1.1103,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.48812,                0.31416,                0.81968,                0.81885,                0.72675,                0.81272,                0.56978,                 1.0379,                0.69924,                 1.1194,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.46609,                0.29628,                0.80556,                0.85028,                0.72663,                0.81809,                0.57446,                 1.0446,                0.70793,                 1.1187,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.45054,                0.30188,                0.81483,                0.81353,                0.74047,                0.82004,                0.58036,                  1.032,                0.71374,                 1.1143,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.43977,                0.27678,                0.81949,                0.78081,                0.77124,                 0.8175,                0.57587,                 1.0205,                0.72106,                 1.1052,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.41564,                0.27277,                0.80555,                0.79425,                 0.7366,                0.80549,                0.57433,                 1.0132,                0.72627,                 1.0956,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.42218,                0.28924,                0.81042,                0.78127,                0.74877,                0.80204,                0.57267,                 1.0235,                0.73685,                 1.0978,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.41954,                0.26504,                0.81388,                0.78992,                0.74087,                0.80307,                0.57146,                 1.0267,                0.73823,                    1.1,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.42579,                0.27157,                0.81752,                0.77336,                0.77463,                0.80751,                0.57485,                 1.0265,                 0.7129,                 1.1023,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                 0.4056,                0.27547,                0.80548,                0.76858,                0.77709,                0.81284,                0.57143,                 1.0306,                 0.7095,                  1.109,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.41196,                0.28863,                0.80431,                0.77357,                0.77544,                0.81712,                  0.575,                 1.0287,                0.70481,                 1.1103,             1.4209e-05,             1.4209e-05,             1.4209e-05
